"","1"
"V1700",0
"V1701",0
"V1702",0
"V1703",-0.000903237419679058
"V1704",0
"V1705",0
"V1706",0
"V1707",0
"V1708",0.000250866996733484
"V1709",0.000935085026378851
"V1710",-0.00136087120068371
"V1711",0
"V1712",0.000102783915126263
"V1713",-0.000739147138186521
"V1714",0.000813305227708129
"V1715",0
"V1716",-0.00057101266510744
"V1717",0.00032200041886369
"V1718",0
"V1719",0
"V1720",0
"V1721",0
"V1722",0
"V1723",0
"V1724",-0.000930721525843809
"V1725",0
"V1726",0
"V1727",0
"V1728",0
"V1729",-0.000382239432400492
"V1730",0
"V1731",0
"V1732",0
"V1733",0
"V1734",0
"V1735",0
"V1736",0
"V1737",0
"V1738",0
"V1739",0
"V1740",0
"V1741",0
"V1742",0.000276585367651929
"V1743",0
"V1744",0.00136653771300573
"V1745",0.000130227334166812
"V1746",0.000269704350493163
"V1747",0
"V1748",0
"V1749",0
"V1750",0
"V1751",0
"V1752",0
"V1753",0
"V1754",0
"V1755",0
"V1756",0
"V1757",0
"V1758",0
"V1759",0.000495477049759483
"V1760",0
"V1761",0
"V1762",0
"V1763",0
"V1764",0
"V1765",0
"V1766",0
"V1767",0
"V1768",0.000533839991806999
"V1769",0.00228009294073139
"V1770",0
"V1771",0
"V1772",0
"V1773",0
"V1774",0
"V1775",-0.000715839610620501
"V1776",0
"V1777",0
"V1778",0
"V1779",0
"V1780",0
"V1781",0
"V1782",0
"V1783",0
"V1784",0
"V1785",0
"V1786",-0.000848230559547163
"V1787",0
"V1788",0
"V1789",0
"V1790",0
"V1791",0
"V1792",0.00149083301902577
"V1793",0
"V1794",0
"V1795",0
"V1796",0
"V1797",0
"V1798",0
"V1799",0
"V1800",0
"V1801",0
"V1802",0
"V1803",0
"V1804",0
"V1805",0
"V1806",0
"V1807",0
"V1808",-0.000689823340458631
"V1809",0
"V1810",0
"V1811",0
"V1812",0
"V1813",0
"V1814",0.00166563800691511
"V1815",0
"V1816",0
"V1817",0
"V1818",0
"V1819",-0.00170380169187849
"V1820",0
"V1821",0
"V1822",-0.00124042118926459
"V1823",0
"V1824",0
"V1825",0
"V1826",-0.000481851425897314
"V1827",0
"V1828",0.000389373956844497
"V1829",0
"V1830",0
"V1831",0
"V1832",0
"V1833",0
"V1834",0
"V1835",0
"V1836",0
"V1837",0
"V1838",0
"V1839",0
"V1840",0
"V1841",0
"V1842",0
"V1843",0
"V1844",0
"V1845",0
"V1846",0
"V1847",0
"V1848",0
"V1849",0
"V1850",0
"V1851",0
"V1852",-0.0109835885094865
"V1853",0
"V1854",0
"V1855",0
"V1856",0
"V1857",0.00108381350482129
"V1858",0
"V1859",0
"V1860",0
"V1861",0
"V1862",-0.000481020191125423
"V1863",0.00125251208107822
"V1864",0.000567009351832913
"V1865",-0.000838659652597877
"V1866",0
"V1867",-0.00106835634312387
"V1868",-0.000939410378728646
"V1869",0
"V1870",0
"V1871",0
"V1872",-0.00060448636683209
"V1873",0
"V1874",0
"V1875",0
"V1876",0
"V1877",0
"V1878",0
"V1879",0
"V1880",0
"V1881",0
"V1882",0
"V1883",0
"V1884",0
"V1885",0
"V1886",0
"V1887",0
"V1888",0
"V1889",0
"V1890",0
"V1891",0
"V1892",-0.000812106804411094
"V1893",0
"V1894",9.06938641209545e-05
"V1895",0
"V1896",0
"V1897",0
"V1898",0
"V1899",0
"V1900",0
"V1901",0
"V1902",-0.00106259020685189
"V1903",0
"V1904",0
"V1905",0
"V1906",0
"V1907",0
"V1908",0
"V1909",-0.000536481403406915
"V1910",0
"V1911",0
"V1912",0
"V1913",0
"V1914",0
"V1915",0
"V1916",0
"V1917",0
"V1918",0
"V1919",0
"V1920",0
"V1921",0.00113045121428246
"V1922",0
"V1923",0
"V1924",0
"V1925",0
"V1926",0.00144517102218186
"V1927",0
"V1928",0
"V1929",0
"V1930",0
"V1931",0
"V1932",0
"V1933",0
"V1934",0
"V1935",0.000713933531217853
"V1936",-0.00109303192852664
"V1937",0
"V1938",0
"V1939",0
"V1940",0
"V1941",-0.000504514967138208
"V1942",0
"V1943",0
"V1944",0
"V1945",-7.77585771126314e-05
"V1946",0
"V1947",0
"V1948",0
"V1949",0
"V1950",-0.00142618788727085
"V1951",0.00102447658494148
"V1952",0
"V1953",0
"V1954",0.00206769374423267
"V1955",0
"V1956",0
"V1957",0
"V1958",0
"V1959",0
"V1960",0
"V1961",-2.26155279128554e-06
"V1962",0
"V1963",0
"V1964",0
"V1965",0
"V1966",0
"V1967",0
"V1968",0
"V1969",0
"V1970",0
"V1971",0
"V1972",0
"V1973",0
"V1974",0
"V1975",0.00279218785709863
"V1976",0
"V1977",0
"V1978",0
"V1979",0
"V1980",0
"V1981",0
"V1982",0
"V1983",0
"V1984",0
"V1985",0
"V1986",-0.000170445790193528
"V1987",0
"V1988",0
"V1989",0
"V1990",0
"V1991",0
"V1992",0
"V1993",0
"V1994",0
"V1995",0
"V1996",0
"V1997",0
"V1998",0
"V1999",0
"V2000",0
"V2001",0
"V2002",0
"V2003",0
"V2004",0
"V2005",0
"V2006",0
"V2007",0
"V2008",0
"V2009",0
"V2010",0
"V2011",0
"V2012",0
"V2013",0
"V2014",0
"V2015",-0.00165990107485481
"V2016",0
"V2017",0
"V2018",0
"V2019",0
"V2020",-0.000242311111100992
"V2021",0
"V2022",0
"V2023",0
"V2024",0
"V2025",0
"V2026",0.000234629428085612
"V2027",0
"V2028",0
"V2029",0.000968811592934205
"V2030",-0.000159726928502387
"V2031",0
"V2032",0
"V2033",0
"V2034",0
"V2035",0
"V2036",0
"V2037",0
"V2038",-2.35575405521197e-05
"V2039",-0.000268289146778476
"V2040",0
"V2041",0
"V2042",1.54766684546992e-05
"V2043",0
"V2044",0
"V2045",-0.00197249158604373
"V2046",0.000787259113151343
"V2047",0
"V2048",0
"V2049",0
"V2050",0
"V2051",0
"V2052",0
"V2053",0
"V2054",0
"V2055",0
"V2056",0
"V2057",0
"V2058",0
"V2059",0
"V2060",0
"V2061",0
"V2062",0
"V2063",-0.000726554127122268
"V2064",0
"V2065",0
"V2066",0
"V2067",0
"V2068",0
"V2069",0
"V2070",0
"V2071",0
"V2072",0
"V2073",0
"V2074",0
"V2075",0
"V2076",-0.0014053725644989
"V2077",0
"V2078",0
"V2079",0
"V2080",-0.000385501153549527
"V2081",0
"V2082",0.00075359164066656
"V2083",0.00123161635840498
"V2084",0.00201006288673864
"V2085",0.000574987455594505
"V2086",0
"V2087",0
"V2088",0
"V2089",0
"V2090",0
"V2091",0
"V2092",0.000325243362152075
"V2093",0.000847127830035466
"V2094",0.000507587492941507
"V2095",0.00128609130621863
"V2096",0
"V2097",0
"V2098",0
"V2099",0
"V2100",0
"V2101",0.000428951078332398
"V2102",0.00081397546200323
"V2103",0
"V2104",0
"V2105",0
"V2106",0
"V2107",0
"V2108",-0.000161125644805394
"V2109",0
"V2110",0.000881565415834239
"V2111",0
"V2112",0
"V2113",0
"V2114",0
"V2115",0
"V2116",-0.00124285150024962
"V2117",0
"V2118",0
"V2119",0
"V2120",0.00055997897159595
"V2121",0
"V2122",0
"V2123",0
"V2124",0
"V2125",0
"V2126",0
"V2127",0.00189035467493977
"V2128",0
"V2129",0
"V2130",0
"V2131",0
"V2132",0.000750956067242712
"V2133",0
"V2134",0
"V2135",0
"V2136",0
"V2137",0.00426900013856147
"V2138",0
"V2139",0.000647165279999287
"V2140",0
"V2141",0
"V2142",0
"V2143",0
"V2144",0
"V2145",-0.00010211630493233
"V2146",0
"V2147",0
"V2148",0
"V2149",0
"V2150",0
"V2151",0
"V2152",0
"V2153",0
"V2154",0
"V2155",0
"V2156",0.000474053081768023
"V2157",0
"V2158",0.000631068996279304
"V2159",0
"V2160",0
"V2161",0
"V2162",0
"V2163",0
"V2164",0
"V2165",0
"V2166",0
"V2167",0
"V2168",0
"V2169",0
"V2170",-0.00021525880125733
"V2171",0
"V2172",-3.99815106672711e-05
"V2173",0
"V2174",0.00144447279082293
"V2175",0
"V2176",0.000527384732395302
"V2177",-0.00121857966186028
"V2178",0
"V2179",0
"V2180",0
"V2181",0
"V2182",0
"V2183",0
"V2184",0
"V2185",0.000259001352936599
"V2186",0
"V2187",0
"V2188",-0.000430527967651666
"V2189",0
"V2190",-0.000527572082091593
"V2191",0.000699069321548493
"V2192",0
"V2193",0
"V2194",0
"V2195",0
"V2196",0
"V2197",0
"V2198",0
"V2199",0
"V2200",0
"V2201",0
"V2202",0
"V2203",0
"V2204",-0.00110532933606375
"V2205",0
"V2206",0
"V2207",0
"V2208",0
"V2209",-0.000676410394552706
"V2210",0
"V2211",0
"V2212",0
"V2213",-0.000644683615199054
"V2214",0
"V2215",0
"V2216",0
"V2217",0
"V2218",0
"V2219",-0.000887015373282358
"V2220",0
"V2221",0
"V2222",0
"V2223",0
"V2224",0
"V2225",0
"V2226",0
"V2227",0
"V2228",0
"V2229",0.000689707894176297
"V2230",0
"V2231",0
"V2232",0
"V2233",0.000390818448925453
"V2234",0
"V2235",0
"V2236",0
"V2237",0
"V2238",0
"V2239",0
"V2240",0
"V2241",0
"V2242",0
"V2243",0
"V2244",0
"V2245",0
"V2246",0
"V2247",0
"V2248",0
"V2249",0
"V2250",0
"V2251",0
"V2252",0
"V2253",0
"V2254",0
"V2255",0.00167284964543628
"V2256",0
"V2257",0
"V2258",0
"V2259",0
"V2260",0
"V2261",0
"V2262",0
"V2263",0
"V2264",0
"V2265",0
"V2266",0
"V2267",0
"V2268",0
"V2269",-0.00110230221447923
"V2270",0
"V2271",0
"V2272",0
"V2273",8.58360569443734e-05
"V2274",0.000243778139134278
"V2275",0
"V2276",0
"V2277",0
"V2278",0
"V2279",0
"V2280",-0.00178030209436265
"V2281",0
"V2282",0
"V2283",0.001075680851966
"V2284",0
"V2285",0
"V2286",0
"V2287",0
"V2288",0
"V2289",0.000570564551652036
"V2290",0
"V2291",-0.000596943848363698
"V2292",-0.000149461798166869
"V2293",0
"V2294",0
"V2295",0
"V2296",0
"V2297",0
"V2298",0
"V2299",0
"V2300",0
"V2301",0
"V2302",0
"V2303",0
"V2304",0
"V2305",-0.00069041105984831
"V2306",0
"V2307",0
"V2308",0
"V2309",0
"V2310",0
"V2311",0
"V2312",0
"V2313",0.00172138098414614
"V2314",0
"V2315",0
"V2316",0
"V2317",0.000972914304003042
"V2318",-0.000336486467900624
"V2319",0
"V2320",0
"V2321",0
"V2322",-0.000542967471811653
"V2323",0
"V2324",0
"V2325",-0.000922858687419932
"V2326",-0.00130132796816853
"V2327",0
"V2328",0
"V2329",0.000264563854915855
"V2330",0.000377595761351227
"V2331",0
"V2332",0
"V2333",0.00106215307582305
"V2334",0
"V2335",0
"V2336",0
"V2337",0
"V2338",0
"V2339",0
"V2340",0
"V2341",0
"V2342",0
"V2343",0.000317032378626021
"V2344",0
"V2345",0
"V2346",-0.00170165245353574
"V2347",0
"V2348",0
"V2349",0
"V2350",0
"V2351",0
"V2352",0
"V2353",0
"V2354",0
"V2355",0
"V2356",0.000650996662062362
"V2357",0
"V2358",0
"V2359",0
"V2360",0
"V2361",0
"V2362",0
"V2363",0
"V2364",0
"V2365",0
"V2366",0
"V2367",0
"V2368",0
"V2369",0
"V2370",0
"V2371",-0.000793699544227103
"V2372",0
"V2373",0
"V2374",0
"V2375",0
"V2376",0
"V2377",0
"V2378",0
"V2379",0
"V2380",0
"V2381",0
"V2382",0
"V2383",0
"V2384",0
"V2385",0
"V2386",0
"V2387",0
"V2388",0
"V2389",0
"V2390",0.00279252431217089
"V2391",0
"V2392",0
"V2393",0
"V2394",0.00210788029453819
"V2395",-0.00122122882112982
"V2396",0
"V2397",-0.00152307037137106
"V2398",0
"V2399",0
"V2400",0
"V2401",0
"V2402",-0.000773648069040335
"V2403",-0.000911710128976057
"V2404",0
"V2405",0.000755362527209335
"V2406",0
"V2407",-0.000831388082065654
"V2408",0
"V2409",0
"V2410",0
"V2411",0
"V2412",0
"V2413",0.00309169286918993
"V2414",0
"V2415",0
"V2416",0
"V2417",0
"V2418",0.000103157153044662
"V2419",0
"V2420",0
"V2421",0
"V2422",0
"V2423",0
"V2424",0
"V2425",0.000528836965750246
"V2426",0
"V2427",0
"V2428",0
"V2429",0
"V2430",0
"V2431",0
"V2432",0
"V2433",0
"V2434",-6.91844076159634e-05
"V2435",0
"V2436",0
"V2437",0
"V2438",0
"V2439",0.00105125334331281
"V2440",0
"V2441",0
"V2442",0
"V2443",0
"V2444",0
"V2445",0
"V2446",0.000138606009529391
"V2447",-0.00313331504786828
"V2448",0
"V2449",-8.85115221406569e-05
"V2450",0
"V2451",0.000870147569662765
"V2452",0
"V2453",0
"V2454",0
"V2455",0
"V2456",-3.5394712565253e-05
"V2457",0
"V2458",-0.00135713198125592
"V2459",0
"V2460",-0.000500280976204051
"V2461",0.00091748767396666
"V2462",0
"V2463",-0.000919880640135115
"V2464",0
"V2465",0
"V2466",0
"V2467",0.00153977775421886
"V2468",-0.000733298281439763
"V2469",0
"V2470",0
"V2471",0
"V2472",0
"V2473",0
"V2474",0
"V2475",0
"V2476",0
"V2477",0
"V2478",0
"V2479",0
"V2480",-8.95046759742097e-05
"V2481",0
"V2482",0
"V2483",-0.00117831311095564
"V2484",0
"V2485",0
"V2486",0.000890165252433834
"V2487",0
"V2488",0
"V2489",0
"V2490",0
"V2491",0
"V2492",0
"V2493",-0.000124467695729059
"V2494",0
"V2495",0
"V2496",-6.64843152974962e-05
"V2497",-7.17425450432955e-05
"V2498",0
"V2499",0
"V2500",0
"V2501",0
"V2502",-0.00125123725375005
"V2503",0
"V2504",0
"V2505",0.00106845663704092
"V2506",0
"V2507",0
"V2508",0
"V2509",0
"V2510",-0.00255186729112631
"V2511",0
"V2512",0
"V2513",0
"V2514",0
"V2515",0.000136024723274488
"V2516",0
"V2517",0
"V2518",0
"V2519",0
"V2520",0
"V2521",0
"V2522",0
"V2523",0
"V2524",0
"V2525",0
"V2526",0.000313313157113287
"V2527",0
"V2528",0
"V2529",0.000340619539346069
"V2530",0
"V2531",0
"V2532",-0.00226829599179032
"V2533",0
"V2534",0
"V2535",-0.00151733874310922
"V2536",0
"V2537",-0.000637520509824275
"V2538",0
"V2539",0
"V2540",0
"V2541",-0.00164739772653421
"V2542",-0.000581458742633149
"V2543",0.000182284110174834
"V2544",0
"V2545",0
"V2546",0
"V2547",0
"V2548",0
"V2549",0
"V2550",0
"V2551",0
"V2552",0
"V2553",0
"V2554",0
"V2555",0.00144282768562166
"V2556",-0.000303752520147545
"V2557",0
"V2558",-0.00119409427539079
"V2559",0
"V2560",0
"V2561",0
"V2562",0
"V2563",0
"V2564",0
"V2565",0
"V2566",0
"V2567",0
"V2568",0
"V2569",0
"V2570",0
"V2571",0
"V2572",0
"V2573",0
"V2574",0
"V2575",0
"V2576",0
"V2577",0
"V2578",0
"V2579",0.00121737012791674
"V2580",0
"V2581",0
"V2582",0
"V2583",0
"V2584",0
"V2585",0
"V2586",0
"V2587",0
"V2588",0.000493521566711726
"V2589",1.86217992293901e-06
"V2590",0
"V2591",0
"V2592",0
"V2593",0
"V2594",0
"V2595",0
"V2596",0
"V2597",0
"V2598",0
"V2599",0
"V2600",0
"V2601",0
"V2602",0
"V2603",0
"V2604",0
"V2605",0
"V2606",0
"V2607",0.000590870771342772
"V2608",0
"V2609",0
"V2610",0
"V2611",0
"V2612",0
"V2613",0
"V2614",0
"V2615",0
"V2616",0
"V2617",0
"V2618",0
"V2619",0
"V2620",0
"V2621",0
"V2622",0
"V2623",0
"V2624",0
"V2625",0
"V2626",0
"V2627",0
"V2628",0
"V2629",0
"V2630",0
"V2631",0
"V2632",0
"V2633",0
"V2634",0
"V2635",0
"V2636",0
"V2637",0
"V2638",0
"V2639",0
"V2640",0
"V2641",0
"V2642",0
"V2643",0
"V2644",0
"V2645",0
"V2646",0
"V2647",0
"V2648",0
"V2649",0
"V2650",0
"V2651",0
"V2652",0
"V2653",0
"V2654",0
"V2655",0
"V2656",0
"V2657",0
"V2658",0
"V2659",0
"V2660",0
"V2661",0
"V2662",0
"V2663",0
"V2664",0
"V2665",0
"V2666",0
"V2667",0
"V2668",0
"V2669",0
"V2670",0
"V2671",0
"V2672",0
"V2673",0
"V2674",0
"V2675",0
"V2676",0
"V2677",0
"V2678",0
"V2679",0
"V2680",0
"V2681",0
"V2682",0
"V2683",0
"V2684",0
"V2685",0
"V2686",0
"V2687",0
"V2688",0
"V2689",0
"V2690",0
"V2691",0
"V2692",0
"V2693",0
"V2694",0
"V2695",0
"V2696",0
"V2697",0
"V2698",0
"V2699",0
"V2700",0
"V2701",0
"V2702",0
"V2703",0
"V2704",0
"V2705",0
"V2706",0
"V2707",0
"V2708",0
"V2709",0
"V2710",0
"V2711",0
"V2712",0
"V2713",0
"V2714",0
"V2715",0
"V2716",0
"V2717",0
"V2718",0
"V2719",0
"V2720",0
"V2721",0
"V2722",0
"V2723",0
"V2724",0
"V2725",0
"V2726",0
"V2727",0
"V2728",0
"V2729",0
"V2730",0
"V2731",0
"V2732",0
"V2733",0
"V2734",0
"V2735",0
"V2736",0
"V2737",0
"V2738",0
"V2739",0
"V2740",0
"V2741",0
"V2742",0
"V2743",0
"V2744",0
"V2745",0
"V2746",0
"V2747",0
"V2748",0
"V2749",0
"V2750",0
"V2751",0
"V2752",0
"V2753",0
"V2754",0
"V2755",0
"V2756",0
"V2757",0
"V2758",0
"V2759",0
"V2760",0
"V2761",0
"V2762",0
"V2763",0
"V2764",0
"V2765",0
"V2766",0
"V2767",0
"V2768",0
"V2769",0
"V2770",0
"V2771",0
"V2772",0
"V2773",0
"V2774",0
"V2775",0
"V2776",0
"V2777",0
"V2778",0
"V2779",0
"V2780",0
"V2781",0
"V2782",0
"V2783",-0.00148388712481593
"V2784",0
"V2785",0.00110288792084078
"V2786",0
"V2787",0
"V2788",0
"V2789",0
"V2790",-0.000272171359797503
"V2791",0
"V2792",-0.00130214021627139
"V2793",0
"V2794",0.00087994074729084
"V2795",0
"V2796",0
"V2797",-0.000457472098611846
"V2798",0
"V2799",0.00264428624639163
"V2800",0
"V2801",0
"V2802",0
"V2803",0
"V2804",0
"V2805",0
"V2806",0
"V2807",-0.000974164197364824
"V2808",0
"V2809",0
"V2810",0
"V2811",0
"V2812",0
"V2813",0
"V2814",0
"V2815",0
"V2816",0
"V2817",0
"V2818",0
"V2819",0
"V2820",0
"V2821",-0.00360441741256771
"V2822",0
"V2823",0
"V2824",-0.000538814168974739
"V2825",0
"V2826",0
"V2827",0
"V2828",0.000815578718734631
"V2829",0
"V2830",0
"V2831",0
"V2832",0
"V2833",0
"V2834",-0.000471971471443507
"V2835",0
"V2836",0
"V2837",0
"V2838",0
"V2839",-0.0017403299390236
"V2840",0
"V2841",0
"V2842",0
"V2843",0
"V2844",0
"V2845",0.00033727479494219
"V2846",0
"V2847",0.00116518921598042
"V2848",0
"V2849",0.000608966895398609
"V2850",0
"V2851",0
"V2852",0
"V2853",0
"V2854",-9.52595852252925e-05
"V2855",0
"V2856",-0.000150881205706866
"V2857",0
"V2858",-0.000666097620536086
"V2859",0
"V2860",0
"V2861",-0.000346870300682016
"V2862",0
"V2863",0
"V2864",-0.000840354204958675
"V2865",0.000201169394965334
"V2866",0
"V2867",0
"V2868",0
"V2869",0
"V2870",0
"V2871",0.000480929051389049
"V2872",0
"V2873",0
"V2874",0.000396106143594233
"V2875",0
"V2876",0
"V2877",-0.00111475568137022
"V2878",0
"V2879",-0.00263982614754396
"V2880",0
"V2881",0
"V2882",0
"V2883",0.000638338112092874
"V2884",0
"V2885",0.000774386740413772
"V2886",0.000517405129558618
"V2887",0
"V2888",0.00301094853570564
"V2889",0
"V2890",0
"V2891",0
"V2892",0
"V2893",0
"V2894",0
"V2895",0
"V2896",0
"V2897",0
"V2898",0
"V2899",0
"V2900",0
"V2901",0
"V2902",0
"V2903",0
"V2904",0
"V2905",0
"V2906",0
"V2907",0
"V2908",0
"V2909",0
"V2910",0
"V2911",0
"V2912",0
"V2913",0
"V2914",0
"V2915",0
"V2916",0
"V2917",0
"V2918",0
"V2919",0
"V2920",0
"V2921",0
"V2922",0
"V2923",0
"V2924",0
"V2925",0
"V2926",1.08187008422772e-05
"V2927",0
"V2928",0
"V2929",-6.63155764636192e-05
"V2930",0
"V2931",0
"V2932",0
"V2933",0
"V2934",0
"V2935",0
"V2936",0
"V2937",0
"V2938",0
"V2939",0
"V2940",0
"V2941",0.000509252388535195
"V2942",0
"V2943",0
"V2944",0
"V2945",0.000267801223905885
"V2946",0
"V2947",0
"V2948",0
"V2949",-0.000466782554414569
"V2950",0
"V2951",0
"V2952",0
"V2953",0
"V2954",0
"V2955",0.000191147008313174
"V2956",0
"V2957",0
"V2958",0
"V2959",-0.000915812091376432
"V2960",0
"V2961",0
"V2962",-0.00137048146670678
"V2963",0.0030376766682176
"V2964",0
"V2965",-0.00172837581471017
"V2966",-0.000261433286920154
"V2967",-0.000351788441592937
"V2968",0
"V2969",0
"V2970",0
"V2971",0
"V2972",0
"V2973",0
"V2974",0
"V2975",0
"V2976",0
"V2977",0
"V2978",0
"V2979",0
"V2980",0
"V2981",0
"V2982",0
"V2983",0
"V2984",0.000837365263980111
"V2985",0
"V2986",-0.000296002874340047
"V2987",0.000800029417888875
"V2988",0.00131357662096883
"V2989",0
"V2990",0
"V2991",0
"V2992",-0.000573923004095837
"V2993",0
"V2994",0
"V2995",0
"V2996",0
"V2997",0
"V2998",0
"V2999",-0.00184595374269511
"V3000",0
"V3001",0
"V3002",0
"V3003",0
"V3004",0
"V3005",0.000454380122164934
"V3006",0
"V3007",0
"V3008",0
"V3009",0
"V3010",0
"V3011",0
"V3012",0
"V3013",0
"V3014",0
"V3015",-0.00295908642501301
"V3016",0
"V3017",0.00191221702859594
"V3018",0
"V3019",0.000441799814335289
"V3020",0
"V3021",0
"V3022",0
"V3023",0.000845467376442999
"V3024",0
"V3025",0
"V3026",0
"V3027",0
"V3028",0
"V3029",0
"V3030",0
"V3031",0
"V3032",0
"V3033",0
"V3034",0
"V3035",0.000343999211976351
"V3036",-0.000331210667497251
"V3037",0
"V3038",0.000738319354472541
"V3039",-0.000879905672012363
"V3040",0
"V3041",0
"V3042",0
"V3043",0
"V3044",0.00229231697478073
"V3045",4.79663045201295e-05
"V3046",0
"V3047",0
"V3048",0
"V3049",0
"V3050",0.000190978524915384
"V3051",0
"V3052",0
"V3053",0.00146605698471429
"V3054",0
"V3055",0.00043889654353617
"V3056",0
"V3057",0
"V3058",-0.000976371259180733
"V3059",0
"V3060",0
"V3061",0.00211122670320644
"V3062",0
"V3063",0
"V3064",0
"V3065",0
"V3066",0
"V3067",0
"V3068",0
"V3069",0
"V3070",0
"V3071",0
"V3072",0
"V3073",0
"V3074",0
"V3075",0
"V3076",0
"V3077",0
"V3078",-0.00094684344545723
"V3079",0
"V3080",0.000926092666555724
"V3081",0
"V3082",0
"V3083",0
"V3084",0
"V3085",0.000593061596688429
"V3086",0
"V3087",0
"V3088",0
"V3089",-0.00120837185144482
"V3090",0
"V3091",0
"V3092",0
"V3093",0
"V3094",0
"V3095",0
"V3096",0
"V3097",0
"V3098",0
"V3099",0
"V3100",0
"V3101",-0.000228780938375788
"V3102",0
"V3103",0
"V3104",0
"V3105",0
"V3106",0
"V3107",0
"V3108",0
"V3109",0
"V3110",0
"V3111",0
"V3112",0
"V3113",0
"V3114",0
"V3115",0
"V3116",0
"V3117",0
"V3118",0
"V3119",0
"V3120",0
"V3121",0
"V3122",0
"V3123",0
"V3124",0
"V3125",-0.00064663731222347
"V3126",0
"V3127",0
"V3128",0
"V3129",0.000268910959102318
"V3130",0.00145752172042458
"V3131",0.000493284513173408
"V3132",0
"V3133",0
"V3134",0
"V3135",0
"V3136",0
"V3137",0
"V3138",0
"V3139",-0.000645873376220956
"V3140",0
"V3141",0
"V3142",0
"V3143",0
"V3144",0
"V3145",0
"V3146",0
"V3147",0
"V3148",0
"V3149",0
"V3150",0
"V3151",0
"V3152",0
"V3153",0
"V3154",0
"V3155",0
"V3156",0
"V3157",0
"V3158",0
"V3159",0
"V3160",0
"V3161",0
"V3162",0
"V3163",0
"V3164",0
"V3165",0
"V3166",-0.000577510976573297
"V3167",0
"V3168",0
"V3169",0
"V3170",0.00101201730475849
"V3171",0
"V3172",-0.000987522019665748
"V3173",0
"V3174",0
"V3175",0
"V3176",0
"V3177",0
"V3178",0
"V3179",0
"V3180",0
"V3181",0.000896906053872645
"V3182",0
"V3183",0
"V3184",0.0030802900076615
"V3185",9.46730204823331e-05
"V3186",0.000195941338309472
"V3187",0
"V3188",0
"V3189",0
"V3190",0
"V3191",0
"V3192",0.00118457257828416
"V3193",0.000310517034300882
"V3194",0
"V3195",0
"V3196",-0.000193003366047204
"V3197",0
"V3198",0
"V3199",0
"V3200",0.00068674352273049
"V3201",0
"V3202",0
"V3203",0.000286267534459171
"V3204",0
"V3205",0
"V3206",0
"V3207",0
"V3208",0
"V3209",0.000990940827077073
"V3210",0
"V3211",0
"V3212",0
"V3213",0
"V3214",0
"V3215",0
"V3216",0
"V3217",-0.00115727713257683
"V3218",0
"V3219",-0.000825615693223373
"V3220",0
"V3221",0.00272439920912549
"V3222",0
"V3223",0
"V3224",0.000629196787690131
"V3225",0.000699143322678469
"V3226",0
"V3227",0
"V3228",0.0010830901439766
"V3229",0
"V3230",0
"V3231",0
"V3232",0
"V3233",0
"V3234",0
"V3235",0
"V3236",0
"V3237",0
"V3238",0
"V3239",0
"V3240",0
"V3241",0
"V3242",0
"V3243",0
"V3244",0
"V3245",0
"V3246",0
"V3247",0
"V3248",0
"V3249",0
"V3250",0
"V3251",0
"V3252",0
"V3253",0
"V3254",0
"V3255",0
"V3256",0
"V3257",0
"V3258",0
"V3259",0
"V3260",0
"V3261",0
"V3262",0
"V3263",0
"V3264",0
"V3265",0
"V3266",0
"V3267",0
"V3268",0
"V3269",0
"V3270",0
"V3271",0
"V3272",0
"V3273",0
"V3274",0
"V3275",0
"V3276",0
"V3277",0
"V3278",0
"V3279",0
"V3280",0
"V3281",0
"V3282",0
"V3283",0
"V3284",0
"V3285",0
"V3286",0
"V3287",0
"V3288",0
"V3289",0
"V3290",0
"V3291",0
"V3292",0
"V3293",0
"V3294",0
"V3295",0
"V3296",0
"V3297",0
"V3298",0
"V3299",0
"V3300",0
"V3301",0
"V3302",0
"V3303",0
"V3304",0
"V3305",0
"V3306",0
"V3307",0
"V3308",0
"V3309",0
"V3310",0
"V3311",0
"V3312",0
"V3313",0
"V3314",0
"V3315",0
"V3316",0
"V3317",0
"V3318",0
"V3319",0
"V3320",0
"V3321",0
"V3322",0
"V3323",0
"V3324",0
"V3325",0
"V3326",0
"V3327",0
"V3328",0
"V3329",0
"V3330",0
"V3331",0
"V3332",0.000236567967021094
"V3333",0.000222060657929484
"V3334",0
"V3335",0
"V3336",0
"V3337",0
"V3338",0
"V3339",0
"V3340",0
"V3341",0.000536494499346376
"V3342",0.000139029801748276
"V3343",0
"V3344",0
"V3345",0
"V3346",0
"V3347",0.00132594102439079
"V3348",0
"V3349",0.00141235785424885
"V3350",0.000145017944032697
"V3351",0
"V3352",0
"V3353",0.000617379333374415
"V3354",0.000958344293887307
"V3355",0
"V3356",0.000564673715754843
"V3357",0
"V3358",0
"V3359",0
"V3360",0.000285366135885122
"V3361",0
"V3362",0
"V3363",0
"V3364",0
"V3365",0
"V3366",0
"V3367",0
"V3368",0
"V3369",0
"V3370",0
"V3371",-0.00103198626930037
"V3372",0
"V3373",0
"V3374",0
"V3375",0.0011054054390382
"V3376",0
"V3377",0.000305841571999117
"V3378",0.000358252463596742
"V3379",0
"V3380",0.000343057009427088
"V3381",0.000405607540480826
"V3382",0
"V3383",0
"V3384",0
"V3385",0
"V3386",0
"V3387",0
"V3388",0
"V3389",0
"V3390",0.00101043674972882
